Gender,Age,Construction_type,New_construction,Elevator,Floors_in_the_building,Floor_area,Number_of_rooms,Number_of_bathrooms,Ceiling_height,Floor,Balcony,Furniture,Renovation,Children_are_welcome,Pets_allowed,Utility_payments,Address,Price,Duration,amenities,appliances,parking
0,29,8,0.0,1.0,9.0,61.0,2.0,1.0,2.6,4.0,0,1,old_renovation,2.0,2.0,0.0,383,180000.0,1,-1,159,5
1,21,9,0.0,0.0,5.0,55.0,2.0,1.0,2.75,2.0,0,1,major_renovation,1.0,0.0,0.0,3387,170000.0,1,15,173,5
1,60,7,1.0,1.0,18.0,45.0,2.0,1.0,3.0,17.0,open_balcony,1,designer_renovation,1.0,0.0,0.0,217,1650.0,1,11,58,-1
1,33,8,0.0,1.0,9.0,70.0,2.0,1.0,3.0,3.0,0,1,designer_renovation,1.0,0.0,0.0,2349,300000.0,1,13,155,5
1,27,7,1.0,1.0,14.0,56.0,2.0,1.0,3.0,9.0,open_balcony,1,designer_renovation,1.0,2.0,0.0,1255,1600.0,1,11,165,5
1,63,8,0.0,1.0,9.0,70.0,2.0,2.0,2.75,9.0,closed_balcony,1,partial_renovation,2.0,0.0,0.0,4314,170000.0,1,14,124,-1
0,38,8,1.0,1.0,13.0,45.0,2.0,1.0,2.8,4.0,0,1,major_renovation,1.0,0.0,0.0,4277,450000.0,1,12,151,5
1,30,7,1.0,1.0,12.0,33.0,2.0,1.0,2.8,2.0,0,1,euro_renovation,1.0,0.0,0.0,1919,160000.0,1,14,165,5
0,33,7,1.0,1.0,17.0,127.0,3.0,2.0,3.0,14.0,open_balcony,1,euro_renovation,1.0,1.0,0.0,1577,1000.0,1,-1,-1,-1
1,24,9,0.0,1.0,14.0,78.0,3.0,1.0,2.75,1.0,0,1,designer_renovation,1.0,1.0,0.0,1042,400000.0,1,15,37,5
1,55,8,0.0,1.0,12.0,65.0,3.0,2.0,2.8,3.0,open_balcony,1,major_renovation,1.0,0.0,1.0,2217,28000.0,0,-1,-1,-1
1,36,8,0.0,1.0,10.0,80.0,3.0,1.0,2.75,2.0,open_balcony,1,euro_renovation,1.0,1.0,0.0,2217,1000.0,1,-1,-1,-1
1,68,7,1.0,1.0,7.0,46.0,2.0,1.0,3.0,5.0,open_balcony,1,major_renovation,1.0,0.0,0.0,3701,450000.0,1,-1,-1,-1
1,63,7,1.0,1.0,12.0,100.0,3.0,1.0,3.0,6.0,0,1,designer_renovation,1.0,0.0,1.0,223,120.0,0,-1,-1,-1
1,62,7,1.0,1.0,10.0,75.0,3.0,1.0,3.0,3.0,open_balcony,1,designer_renovation,1.0,0.0,0.0,223,1800.0,1,-1,-1,-1
0,62,7,1.0,1.0,10.0,100.0,3.0,2.0,3.0,9.0,open_balcony,1,designer_renovation,1.0,0.0,0.0,1939,3000.0,1,-1,-1,-1
1,69,9,0.0,0.0,5.0,75.0,2.0,1.0,2.8,4.0,0,1,major_renovation,2.0,0.0,0.0,415,300000.0,1,12,77,0
1,39,7,1.0,1.0,16.0,82.0,3.0,1.0,3.0,15.0,0,1,major_renovation,1.0,0.0,0.0,1491,1000.0,1,-1,-1,-1
0,26,9,0.0,0.0,4.0,80.0,3.0,1.0,2.75,1.0,0,1,euro_renovation,1.0,0.0,0.0,992,200000.0,1,12,-1,5
1,68,7,1.0,1.0,14.0,65.0,2.0,1.0,3.0,8.0,open_balcony,1,major_renovation,1.0,0.0,0.0,1883,350000.0,1,-1,-1,-1
1,34,9,0.0,0.0,5.0,80.0,4.0,1.0,2.8,1.0,open_balcony,1,major_renovation,1.0,0.0,0.0,287,350000.0,1,-1,-1,5
1,63,8,0.0,1.0,14.0,90.0,3.0,1.0,2.8,7.0,0,1,euro_renovation,1.0,0.0,0.0,2844,330000.0,1,-1,-1,-1
1,42,7,1.0,1.0,14.0,64.0,2.0,1.0,3.0,10.0,open_balcony,1,major_renovation,1.0,0.0,0.0,2506,900.0,1,-1,-1,-1
0,46,9,0.0,0.0,4.0,48.0,2.0,1.0,2.75,4.0,open_balcony,1,designer_renovation,1.0,0.0,0.0,2580,800.0,1,-1,-1,-1
0,56,9,0.0,0.0,5.0,73.0,3.0,2.0,2.8,5.0,multiple_balconies,1,euro_renovation,1.0,1.0,0.0,353,330000.0,1,-1,-1,-1
1,26,7,1.0,1.0,14.0,60.0,2.0,1.0,3.0,6.0,open_balcony,1,major_renovation,1.0,0.0,0.0,1348,350000.0,1,-1,-1,-1
0,64,8,0.0,0.0,5.0,40.0,2.0,1.0,2.8,5.0,closed_balcony,1,designer_renovation,1.0,0.0,0.0,2116,900.0,1,11,159,5
1,29,7,1.0,1.0,16.0,55.0,2.0,1.0,3.0,4.0,0,1,designer_renovation,1.0,0.0,0.0,1348,900.0,1,-1,-1,-1
0,41,8,0.0,1.0,9.0,75.0,2.0,1.0,2.7,5.0,0,1,major_renovation,1.0,0.0,0.0,1348,900.0,1,-1,-1,-1
1,29,8,0.0,1.0,9.0,65.0,2.0,1.0,2.8,4.0,open_balcony,1,major_renovation,1.0,0.0,0.0,1141,340000.0,1,-1,-1,-1
0,51,8,0.0,1.0,9.0,80.0,3.0,1.0,2.75,5.0,0,1,euro_renovation,1.0,2.0,0.0,933,270000.0,1,-1,-1,-1
0,18,8,0.0,1.0,12.0,55.0,2.0,1.0,3.0,3.0,open_balcony,1,euro_renovation,1.0,0.0,0.0,2460,350000.0,1,-1,-1,-1
1,49,9,0.0,0.0,5.0,70.0,2.0,1.0,2.7,2.0,closed_balcony,1,major_renovation,2.0,2.0,0.0,2438,350000.0,1,15,124,5
0,39,8,0.0,0.0,9.0,60.0,2.0,1.0,2.8,5.0,closed_balcony,1,major_renovation,1.0,0.0,0.0,3094,200000.0,1,9,4,-1
1,65,9,0.0,0.0,5.0,46.0,2.0,1.0,2.8,3.0,0,1,major_renovation,1.0,0.0,0.0,1348,350000.0,1,-1,-1,-1
0,33,9,0.0,0.0,4.0,30.0,1.0,1.0,2.75,1.0,0,1,euro_renovation,1.0,2.0,0.0,2292,250000.0,1,-1,77,5
1,60,7,1.0,1.0,15.0,48.0,2.0,1.0,3.0,8.0,open_balcony,1,major_renovation,1.0,0.0,0.0,1348,1000.0,1,-1,-1,-1
0,43,7,1.0,1.0,12.0,58.0,2.0,1.0,3.0,8.0,open_balcony,1,designer_renovation,1.0,2.0,0.0,2410,1100.0,1,11,134,5
0,67,7,1.0,1.0,10.0,110.0,3.0,2.0,3.0,9.0,open_balcony,1,designer_renovation,1.0,0.0,1.0,1939,150.0,0,-1,-1,-1
0,42,7,1.0,1.0,15.0,140.0,4.0,2.0,2.8,9.0,open_balcony,2,major_renovation,1.0,1.0,0.0,3293,1900.0,1,-1,-1,-1
0,30,7,1.0,1.0,14.0,45.0,2.0,1.0,3.2,9.0,0,1,designer_renovation,1.0,2.0,1.0,1622,26000.0,0,12,127,5
0,49,9,0.0,0.0,5.0,74.0,2.0,1.0,3.2,3.0,0,partial_furniture,partial_renovation,1.0,0.0,0.0,1201,200000.0,1,-1,-1,-1
0,25,7,1.0,1.0,14.0,76.0,2.0,1.0,3.0,10.0,open_balcony,1,major_renovation,1.0,0.0,0.0,2507,900.0,1,-1,-1,-1
1,54,7,1.0,1.0,12.0,100.0,3.0,2.0,3.0,4.0,open_balcony,1,designer_renovation,1.0,0.0,1.0,678,40000.0,0,-1,-1,-1
0,27,9,0.0,0.0,5.0,50.0,2.0,1.0,3.0,3.0,open_balcony,1,designer_renovation,1.0,0.0,1.0,2163,45000.0,0,-1,-1,-1
0,32,7,1.0,1.0,14.0,105.0,3.0,2.0,3.0,13.0,open_balcony,1,major_renovation,1.0,0.0,0.0,2507,450000.0,1,-1,-1,-1
0,69,9,0.0,1.0,6.0,36.0,2.0,1.0,3.0,4.0,0,1,major_renovation,1.0,1.0,0.0,106,400000.0,1,12,-1,0
0,58,7,1.0,1.0,14.0,85.0,2.0,2.0,3.0,4.0,open_balcony,1,euro_renovation,1.0,0.0,0.0,2507,300000.0,1,12,127,5
0,53,7,1.0,1.0,8.0,170.0,4.0,2.0,2.8,4.0,open_balcony,1,euro_renovation,1.0,0.0,0.0,2044,2600.0,1,12,132,5
0,37,7,0.0,0.0,5.0,75.0,3.0,1.0,2.8,1.0,0,partial_furniture,cosmetic_renovation,1.0,1.0,0.0,2736,250000.0,1,-1,-1,-1
0,20,8,0.0,1.0,9.0,52.0,2.0,2.0,2.75,4.0,closed_balcony,1,cosmetic_renovation,1.0,0.0,0.0,2734,200000.0,1,4,153,5
0,21,9,0.0,0.0,5.0,50.0,1.0,1.0,2.8,3.0,open_balcony,0,cosmetic_renovation,1.0,0.0,0.0,807,155000.0,1,-1,-1,-1
0,26,9,0.0,0.0,4.0,60.0,2.0,1.0,2.8,3.0,open_balcony,1,euro_renovation,1.0,2.0,0.0,1543,1300.0,1,-1,-1,-1
0,45,9,0.0,0.0,4.0,70.0,2.0,1.0,3.2,4.0,multiple_balconies,1,major_renovation,2.0,2.0,0.0,1618,1500.0,1,-1,-1,-1
0,59,7,1.0,1.0,12.0,64.0,2.0,1.0,3.0,7.0,open_balcony,1,euro_renovation,1.0,2.0,0.0,268,1300.0,1,11,156,5
1,39,8,0.0,1.0,9.0,70.0,2.0,1.0,2.8,8.0,open_balcony,1,cosmetic_renovation,1.0,0.0,0.0,506,200000.0,1,9,167,5
0,33,7,1.0,1.0,14.0,85.0,2.0,2.0,3.0,14.0,multiple_balconies,1,euro_renovation,1.0,0.0,0.0,2507,350000.0,1,11,159,5
1,29,7,1.0,1.0,8.0,46.0,2.0,1.0,3.0,6.0,0,1,designer_renovation,1.0,0.0,0.0,4206,500000.0,1,14,106,-1
0,45,9,0.0,1.0,6.0,100.0,3.0,1.0,3.0,2.0,0,,designer_renovation,11.0,10.0,10.0,1348,1300.0,1,-1,-1,-1
1,65,7,1.0,1.0,14.0,85.0,2.0,2.0,3.0,14.0,open_balcony,1,euro_renovation,1.0,0.0,0.0,2507,900.0,1,12,121,5
0,57,7,1.0,1.0,10.0,82.0,2.0,1.0,3.0,4.0,0,1,euro_renovation,1.0,0.0,0.0,1939,1500.0,1,-1,-1,-1
1,66,8,0.0,1.0,10.0,42.0,1.0,1.0,2.8,8.0,open_balcony,1,major_renovation,1.0,0.0,0.0,2163,1300.0,1,-1,-1,-1
1,20,9,0.0,0.0,5.0,50.0,1.0,1.0,2.8,1.0,0,1,major_renovation,1.0,0.0,0.0,287,350000.0,1,-1,-1,-1
1,37,9,0.0,0.0,5.0,75.0,3.0,1.0,3.2,2.0,0,1,euro_renovation,1.0,0.0,0.0,550,1000.0,1,-1,-1,-1
0,28,9,1.0,0.0,2.0,65.0,3.0,1.0,2.7,2.0,0,1,major_renovation,1.0,2.0,0.0,3345,250000.0,1,12,167,-1
1,68,7,1.0,1.0,8.0,120.0,3.0,2.0,3.0,8.0,open_balcony,1,designer_renovation,1.0,0.0,1.0,1937,150.0,0,12,123,-1
1,38,8,0.0,1.0,12.0,70.0,2.0,1.0,2.8,11.0,closed_balcony,1,partial_renovation,1.0,0.0,2.0,3810,25000.0,0,-1,-1,-1
0,27,7,1.0,1.0,14.0,60.0,2.0,1.0,3.0,5.0,0,1,major_renovation,0.0,0.0,0.0,1348,1200.0,1,-1,-1,-1
1,52,9,0.0,0.0,5.0,40.0,1.0,1.0,2.8,4.0,open_balcony,1,euro_renovation,1.0,0.0,1.0,4287,14000.0,0,-1,-1,-1
0,58,9,0.0,0.0,5.0,52.0,2.0,1.0,2.7,4.0,closed_balcony,1,euro_renovation,1.0,2.0,0.0,3747,210000.0,1,14,53,5
0,70,8,0.0,1.0,10.0,45.0,1.0,1.0,2.75,4.0,0,1,major_renovation,1.0,1.0,0.0,148,300000.0,1,-1,-1,-1
0,22,9,0.0,0.0,5.0,45.0,2.0,1.0,3.2,4.0,open_balcony,1,major_renovation,0.0,0.0,0.0,1806,1000.0,1,-1,-1,-1
0,44,7,1.0,1.0,5.0,60.0,2.0,1.0,3.0,5.0,open_balcony,1,major_renovation,1.0,1.0,0.0,3483,300000.0,1,-1,-1,-1
1,52,9,1.0,0.0,3.0,90.0,3.0,1.0,2.8,1.0,0,1,major_renovation,1.0,0.0,0.0,3535,1800.0,1,12,153,5
1,21,9,0.0,0.0,5.0,46.0,2.0,1.0,2.7,3.0,open_balcony,2,cosmetic_renovation,1.0,0.0,0.0,434,210000.0,1,-1,167,5
1,35,9,0.0,0.0,2.0,30.0,1.0,1.0,2.8,1.0,0,1,major_renovation,2.0,0.0,1.0,3226,1100.0,1,2,127,5
0,29,8,0.0,0.0,5.0,30.0,2.0,1.0,2.6,3.0,0,1,cosmetic_renovation,1.0,2.0,1.0,1172,13000.0,0,15,75,-1
0,59,9,0.0,0.0,5.0,50.0,2.0,1.0,2.8,2.0,0,1,major_renovation,1.0,0.0,0.0,1491,330000.0,1,-1,-1,-1
0,58,9,0.0,1.0,7.0,45.0,2.0,1.0,3.0,6.0,0,1,designer_renovation,0.0,0.0,0.0,3155,1500.0,1,-1,-1,-1
1,45,7,1.0,1.0,20.0,65.0,2.0,1.0,3.0,6.0,0,1,major_renovation,1.0,0.0,0.0,4555,1400.0,1,-1,-1,-1
0,29,7,1.0,1.0,20.0,60.0,2.0,1.0,3.0,16.0,open_balcony,1,designer_renovation,1.0,2.0,0.0,307,1000.0,1,11,146,5
1,35,7,1.0,1.0,8.0,44.0,2.0,1.0,3.0,2.0,0,1,euro_renovation,1.0,0.0,0.0,1871,400000.0,1,12,127,0
0,30,8,0.0,1.0,10.0,98.0,3.0,1.0,2.7,2.0,open_balcony,1,cosmetic_renovation,1.0,2.0,0.0,2738,1000.0,1,14,41,5
0,61,7,1.0,1.0,8.0,100.0,3.0,2.0,3.0,8.0,open_balcony,1,designer_renovation,2.0,2.0,0.0,4211,700000.0,1,12,122,2
0,33,7,1.0,1.0,15.0,60.0,2.0,1.0,3.0,12.0,open_balcony,1,major_renovation,0.0,0.0,0.0,1999,900.0,1,-1,-1,-1
1,19,7,1.0,1.0,23.0,73.0,2.0,1.0,3.0,9.0,open_balcony,1,major_renovation,1.0,0.0,0.0,2514,1200.0,1,12,127,5
0,30,9,0.0,0.0,5.0,40.0,2.0,1.0,3.0,5.0,0,,euro_renovation,11.0,10.0,10.0,1074,400000.0,1,-1,-1,-1
1,25,9,1.0,0.0,2.0,30.0,2.0,1.0,2.7,1.0,0,1,cosmetic_renovation,0.0,0.0,0.0,3289,160000.0,1,-1,-1,-1
0,61,7,1.0,1.0,15.0,140.0,4.0,2.0,3.0,14.0,multiple_balconies,,designer_renovation,11.0,10.0,10.0,753,2000.0,1,-1,-1,-1
1,26,7,1.0,1.0,12.0,60.0,2.0,1.0,3.0,11.0,multiple_balconies,1,euro_renovation,1.0,1.0,0.0,352,1200.0,1,-1,-1,-1
1,52,7,1.0,1.0,11.0,70.0,2.0,1.0,2.7,8.0,closed_balcony,1,euro_renovation,0.0,0.0,0.0,4301,900.0,1,-1,-1,-1
0,41,7,1.0,1.0,8.0,103.0,3.0,1.0,3.0,4.0,multiple_balconies,1,designer_renovation,1.0,0.0,0.0,4209,1700.0,1,12,111,-1
0,31,7,1.0,1.0,9.0,85.0,3.0,1.0,3.0,4.0,open_balcony,,euro_renovation,11.0,10.0,10.0,753,1100.0,1,-1,-1,-1
1,46,9,0.0,0.0,5.0,80.0,3.0,1.0,2.7,4.0,multiple_balconies,1,major_renovation,2.0,0.0,0.0,1012,400000.0,1,11,87,-1
0,31,7,1.0,1.0,19.0,70.0,2.0,1.0,3.0,9.0,open_balcony,1,euro_renovation,1.0,0.0,0.0,1491,1200.0,1,-1,-1,-1
1,19,9,0.0,0.0,5.0,75.0,2.0,1.0,2.8,2.0,open_balcony,1,designer_renovation,0.0,0.0,0.0,1051,1500.0,1,-1,-1,-1
0,58,7,0.0,1.0,11.0,65.0,2.0,1.0,2.8,7.0,closed_balcony,1,major_renovation,1.0,0.0,1.0,1665,20000.0,0,11,79,5
1,48,8,0.0,1.0,9.0,80.0,3.0,1.0,2.8,6.0,0,,cosmetic_renovation,11.0,10.0,10.0,2475,400000.0,1,-1,-1,-1
0,47,8,0.0,1.0,9.0,85.0,3.0,1.0,2.7,9.0,multiple_balconies,2,cosmetic_renovation,1.0,1.0,0.0,2739,200000.0,1,-1,-1,-1
1,22,8,0.0,1.0,9.0,74.0,3.0,1.0,2.7,3.0,open_balcony,,euro_renovation,11.0,10.0,10.0,744,400000.0,1,-1,-1,-1
1,69,9,1.0,1.0,8.0,110.0,3.0,1.0,2.8,4.0,multiple_balconies,1,euro_renovation,2.0,0.0,0.0,1999,700000.0,1,1,169,5
0,65,8,0.0,1.0,11.0,75.0,3.0,1.0,2.8,11.0,0,,euro_renovation,11.0,10.0,10.0,744,400000.0,1,-1,-1,-1
1,41,8,0.0,1.0,9.0,93.0,4.0,1.0,2.8,4.0,open_balcony,1,euro_renovation,1.0,1.0,0.0,2736,450000.0,1,-1,-1,-1
0,40,8,0.0,1.0,9.0,95.0,3.0,1.0,2.8,4.0,closed_balcony,,euro_renovation,11.0,10.0,10.0,2735,400000.0,1,-1,-1,-1
1,65,9,0.0,1.0,6.0,150.0,3.0,2.0,3.2,3.0,multiple_balconies,1,euro_renovation,0.0,0.0,0.0,131,3000.0,1,-1,-1,-1
1,54,9,0.0,0.0,4.0,44.0,2.0,1.0,2.6,1.0,closed_balcony,1,euro_renovation,1.0,0.0,0.0,1074,250000.0,1,15,78,5
1,20,9,0.0,0.0,5.0,60.0,3.0,1.0,2.8,1.0,0,1,euro_renovation,1.0,1.0,1.0,917,13000.0,0,11,168,-1
0,64,9,0.0,1.0,6.0,52.0,2.0,1.0,3.0,2.0,open_balcony,1,designer_renovation,1.0,0.0,1.0,132,35000.0,0,-1,-1,-1
0,30,9,0.0,0.0,5.0,80.0,3.0,1.0,2.8,3.0,open_balcony,1,designer_renovation,1.0,1.0,0.0,1602,300000.0,1,11,121,5
0,50,8,1.0,1.0,9.0,40.0,1.0,1.0,2.7,7.0,0,1,major_renovation,1.0,0.0,0.0,4537,230000.0,1,-1,159,-1
1,66,9,0.0,0.0,5.0,130.0,3.0,1.0,3.2,2.0,open_balcony,1,major_renovation,1.0,2.0,2.0,2458,1300.0,1,12,57,5
0,53,7,1.0,0.0,3.0,55.0,2.0,1.0,2.8,3.0,0,1,major_renovation,1.0,0.0,0.0,351,290000.0,1,11,170,5
0,22,9,0.0,1.0,7.0,82.0,3.0,1.0,2.75,6.0,closed_balcony,1,cosmetic_renovation,1.0,1.0,0.0,2733,250000.0,1,-1,193,-1
1,69,9,0.0,0.0,4.0,64.0,3.0,1.0,3.0,2.0,0,1,euro_renovation,1.0,2.0,0.0,1655,650000.0,1,11,92,5
1,67,9,0.0,1.0,9.0,75.0,3.0,2.0,2.7,5.0,open_balcony,1,euro_renovation,1.0,2.0,0.0,530,1500.0,1,11,140,5
0,67,7,1.0,1.0,15.0,71.0,3.0,1.0,3.0,14.0,multiple_balconies,1,designer_renovation,1.0,0.0,0.0,331,2000.0,1,11,92,0
1,19,7,1.0,1.0,9.0,280.0,4.0,3.0,3.0,7.0,open_balcony,1,designer_renovation,1.0,0.0,0.0,678,3400.0,1,12,123,5
1,60,9,1.0,0.0,5.0,89.0,3.0,2.0,3.0,2.0,open_balcony,,designer_renovation,1.0,0.0,1.0,131,95.0,0,-1,-1,-1
1,56,9,0.0,0.0,5.0,78.0,3.0,1.0,2.75,3.0,multiple_balconies,1,euro_renovation,1.0,2.0,0.0,3654,200000.0,1,15,106,5
0,45,7,1.0,1.0,11.0,90.0,4.0,3.0,3.2,5.0,0,,designer_renovation,1.0,0.0,2.0,211,2000.0,1,-1,-1,-1
0,44,7,1.0,1.0,17.0,45.0,2.0,1.0,3.0,4.0,open_balcony,,designer_renovation,1.0,0.0,1.0,663,38000.0,0,-1,-1,-1
0,32,7,1.0,1.0,13.0,140.0,4.0,2.0,3.0,4.0,open_balcony,1,designer_renovation,1.0,0.0,0.0,1665,2400.0,1,-1,-1,-1
0,36,7,0.0,1.0,14.0,50.0,2.0,1.0,2.8,11.0,0,,major_renovation,1.0,0.0,1.0,211,24000.0,0,-1,-1,-1
0,49,7,1.0,1.0,15.0,130.0,3.0,1.0,3.0,12.0,open_balcony,,designer_renovation,1.0,0.0,0.0,663,2500.0,1,-1,-1,-1
0,52,7,1.0,1.0,10.0,200.0,4.0,2.0,3.0,8.0,open_balcony,,designer_renovation,1.0,1.0,0.0,1939,3300.0,1,-1,-1,-1
0,47,7,1.0,1.0,21.0,90.0,2.0,1.0,3.0,15.0,open_balcony,,euro_renovation,11.0,10.0,10.0,2199,1300.0,1,-1,-1,-1
1,27,7,1.0,1.0,14.0,55.0,2.0,1.0,3.0,9.0,0,,designer_renovation,11.0,10.0,10.0,354,24000.0,0,-1,-1,-1
1,37,7,1.0,1.0,11.0,125.0,3.0,2.0,3.0,10.0,0,1,designer_renovation,1.0,0.0,0.0,2163,3500.0,1,-1,-1,-1
1,54,7,0.0,1.0,5.0,40.0,1.0,1.0,2.7,1.0,0,1,designer_renovation,1.0,0.0,1.0,2738,28000.0,0,12,156,-1
1,45,7,1.0,1.0,14.0,50.0,2.0,1.0,3.0,11.0,open_balcony,,designer_renovation,1.0,1.0,1.0,211,38000.0,0,-1,-1,-1
1,56,7,0.0,1.0,12.0,65.0,2.0,1.0,3.0,5.0,0,1,euro_renovation,1.0,0.0,0.0,1730,300000.0,1,14,4,-1
0,31,7,1.0,1.0,14.0,55.0,2.0,1.0,3.0,8.0,0,1,designer_renovation,1.0,0.0,0.0,1256,1700.0,1,-1,-1,-1
0,28,8,0.0,1.0,9.0,68.0,3.0,1.0,2.8,9.0,0,1,major_renovation,1.0,0.0,0.0,1100,280000.0,1,15,159,5
1,60,9,0.0,0.0,5.0,40.0,2.0,1.0,3.2,3.0,open_balcony,1,designer_renovation,1.0,1.0,2.0,176,1200.0,1,11,173,-1
1,61,7,1.0,1.0,11.0,90.0,3.0,1.0,3.0,5.0,multiple_balconies,1,euro_renovation,1.0,0.0,0.0,4082,1000.0,1,-1,-1,-1
1,39,7,1.0,1.0,10.0,80.0,3.0,1.0,3.2,5.0,0,1,designer_renovation,1.0,0.0,2.0,2738,1900.0,1,-1,-1,-1
0,52,7,1.0,0.0,5.0,60.0,3.0,1.0,3.0,3.0,0,,major_renovation,1.0,0.0,0.0,3315,400000.0,1,-1,-1,-1
0,48,7,1.0,1.0,8.0,100.0,3.0,2.0,3.0,5.0,0,1,euro_renovation,1.0,0.0,0.0,813,400000.0,1,-1,-1,-1
1,30,7,1.0,1.0,14.0,68.0,2.0,1.0,3.0,7.0,open_balcony,1,euro_renovation,1.0,0.0,0.0,1577,1200.0,1,-1,-1,-1
1,47,7,1.0,1.0,10.0,75.0,3.0,1.0,3.0,5.0,multiple_balconies,1,designer_renovation,1.0,2.0,2.0,131,1500.0,1,11,10,2
0,58,8,0.0,1.0,9.0,150.0,4.0,1.0,2.75,8.0,closed_balcony,1,euro_renovation,1.0,1.0,0.0,370,240000.0,1,12,156,5
0,22,8,0.0,1.0,9.0,50.0,2.0,1.0,2.7,3.0,0,1,euro_renovation,1.0,0.0,1.0,4458,17000.0,0,-1,-1,-1
1,33,9,0.0,0.0,5.0,65.0,2.0,1.0,3.0,3.0,closed_balcony,1,designer_renovation,1.0,1.0,2.0,176,1000.0,1,11,173,-1
0,68,8,0.0,1.0,9.0,45.0,2.0,1.0,3.0,8.0,0,,euro_renovation,1.0,1.0,0.0,2978,430000.0,1,-1,-1,-1
0,55,7,1.0,1.0,4.0,40.0,2.0,1.0,2.8,4.0,open_balcony,1,designer_renovation,0.0,0.0,0.0,3684,1200.0,1,12,173,0
0,67,9,0.0,1.0,9.0,94.0,3.0,1.0,2.8,8.0,closed_balcony,1,designer_renovation,1.0,0.0,0.0,1362,450000.0,1,-1,-1,-1
1,56,8,0.0,1.0,12.0,51.0,1.0,1.0,2.75,4.0,closed_balcony,1,old_renovation,1.0,0.0,0.0,2760,220000.0,1,14,173,5
0,48,7,1.0,1.0,17.0,130.0,3.0,2.0,3.2,8.0,open_balcony,1,designer_renovation,1.0,0.0,0.0,1561,1300.0,1,-1,-1,-1
0,49,7,0.0,1.0,11.0,41.0,1.0,1.0,2.75,4.0,open_balcony,,designer_renovation,11.0,10.0,10.0,147,13000.0,0,-1,-1,-1
1,48,9,0.0,0.0,5.0,80.0,3.0,1.0,2.6,5.0,multiple_balconies,1,euro_renovation,1.0,0.0,0.0,1450,550000.0,1,14,91,5
1,25,9,1.0,1.0,14.0,100.0,3.0,2.0,3.0,6.0,multiple_balconies,1,euro_renovation,2.0,2.0,2.0,2998,680000.0,1,11,156,5
0,42,8,0.0,1.0,9.0,50.0,1.0,1.0,2.75,4.0,closed_balcony,1,partial_renovation,1.0,0.0,0.0,3368,160000.0,1,9,173,-1
1,65,9,0.0,0.0,5.0,50.0,2.0,1.0,2.8,5.0,0,1,euro_renovation,2.0,2.0,0.0,1277,1000.0,1,11,38,5
1,32,7,1.0,1.0,8.0,47.0,2.0,1.0,3.0,3.0,open_balcony,1,euro_renovation,2.0,2.0,0.0,1871,380000.0,1,11,-1,5
1,66,9,1.0,1.0,15.0,52.0,2.0,1.0,2.8,5.0,0,1,major_renovation,1.0,0.0,1.0,2738,25000.0,0,-1,-1,-1
1,66,7,0.0,1.0,16.0,55.0,2.0,1.0,3.2,4.0,open_balcony,1,euro_renovation,2.0,2.0,0.0,238,1100.0,1,12,38,5
0,59,8,0.0,1.0,4.0,55.0,2.0,1.0,2.7,3.0,0,1,euro_renovation,1.0,1.0,1.0,4458,18000.0,0,-1,-1,-1
1,18,9,0.0,0.0,5.0,74.0,3.0,1.0,2.8,4.0,open_balcony,1,major_renovation,1.0,2.0,0.0,511,280000.0,1,4,77,8
1,34,9,0.0,0.0,5.0,40.0,1.0,1.0,2.8,2.0,closed_balcony,1,designer_renovation,1.0,0.0,0.0,521,450000.0,1,-1,-1,-1
1,58,8,0.0,1.0,10.0,74.0,2.0,1.0,3.2,4.0,open_balcony,1,partial_renovation,1.0,1.0,0.0,3662,300000.0,1,15,79,5
1,67,9,0.0,0.0,6.0,28.0,1.0,1.0,2.75,4.0,0,partial_furniture,partial_renovation,1.0,0.0,2.0,4396,80000.0,1,-1,-1,-1
0,31,7,1.0,1.0,18.0,87.0,2.0,1.0,3.0,15.0,open_balcony,1,designer_renovation,2.0,2.0,0.0,311,1500.0,1,12,106,5
1,40,7,1.0,1.0,15.0,45.0,2.0,1.0,3.0,13.0,open_balcony,1,designer_renovation,2.0,2.0,0.0,333,1000.0,1,11,54,5
0,68,8,0.0,1.0,16.0,92.0,3.0,1.0,2.75,2.0,0,1,euro_renovation,1.0,0.0,0.0,1456,380000.0,1,1,91,2
1,29,9,0.0,0.0,5.0,55.0,1.0,1.0,2.8,4.0,open_balcony,1,euro_renovation,1.0,0.0,0.0,2733,15000.0,0,-1,-1,-1
1,24,9,0.0,0.0,4.0,60.0,2.0,1.0,2.7,4.0,closed_balcony,1,cosmetic_renovation,1.0,0.0,0.0,2292,160000.0,1,-1,-1,-1
0,24,7,0.0,1.0,11.0,90.0,3.0,2.0,2.8,6.0,open_balcony,1,euro_renovation,1.0,1.0,2.0,2779,1600.0,1,-1,-1,-1
1,29,8,0.0,1.0,11.0,50.0,2.0,2.0,3.0,11.0,open_balcony,1,euro_renovation,1.0,1.0,1.0,2159,27000.0,0,-1,-1,-1
0,52,8,0.0,1.0,9.0,60.0,2.0,1.0,3.0,8.0,0,1,euro_renovation,1.0,0.0,1.0,2345,19000.0,0,-1,-1,-1
1,29,9,0.0,1.0,5.0,38.0,1.0,1.0,2.7,3.0,0,1,designer_renovation,1.0,0.0,1.0,1362,17000.0,0,11,180,5
